coding_system,code,variable_name,event_definition,concept,concept_name,tags,system,event_abbreviation,type
ICD9CMP,040.2,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,040.3,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,040.4,I_BACTERIALINFEC_AESI,Bacterial infections,C1955553,Other specified botulism,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,040.4,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,040.41,I_BACTERIALINFEC_AESI,Bacterial infections,C0238027,"Botulism, Infantile",narrow,I,BACTERIALINFEC,AESI
ICD9CMP,040.41,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,040.42,I_BACTERIALINFEC_AESI,Bacterial infections,C1306794,Wound Botulism,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,040.42,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,040.8,I_BACTERIALINFEC_AESI,Bacterial infections,C0152977,Other specified bacterial diseases,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,040.8,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,040.81,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,040.81,M_MYOSITIS_AESI,Myositis,"","",narrow,M,MYOSITIS,AESI
ICD9CMP,040.81,M_MYOSITIS_COV,Myositis,"","",narrow,M,MYOSITIS,COV
ICD9CMP,040.82,I_BACTERIALINFEC_AESI,Bacterial infections,C0600327,Toxic Shock Syndrome,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,040.82,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,040.89,I_BACTERIALINFEC_AESI,Bacterial infections,C0152977,Other specified bacterial diseases,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,040.89,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.0,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.00,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.01,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.02,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.03,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.04,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.05,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.09,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.1,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.10,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.11,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.12,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.19,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.2,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.3,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.4,I_BACTERIALINFEC_AESI,Bacterial infections,C0014835,Escherichia coli [E. coli] infection in conditions classified elsewhere and of unspecified site,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.4,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.41,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.42,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.43,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.49,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.49,I_BACTERIALINFEC_AESI,Bacterial infections,C0014836,Escherichia coli Infections,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.5,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.6,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.7,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.8,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.81,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.82,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.83,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.84,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.85,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.86,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.89,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,041.9,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,046.0,N_NEUROLOGICDIS_COV,Neurologic disease,C0022802,Kuru,narrow,N,NEUROLOGICDIS,COV
ICD9CMP,046.1,N_DEMENTIA_COV,Dementia,C0022336,Creutzfeldt-Jakob disease,narrow,N,DEMENTIA,COV
ICD9CMP,046.1,N_NEUROLOGICDIS_COV,Neurologic disease,C0022336,Creutzfeldt-Jakob disease,narrow,N,NEUROLOGICDIS,COV
ICD9CMP,046.11,N_NEUROLOGICDIS_COV,Neurologic disease,-,-,narrow,N,NEUROLOGICDIS,COV
ICD9CMP,046.19,N_NEUROLOGICDIS_COV,Neurologic disease,-,-,narrow,N,NEUROLOGICDIS,COV
ICD9CMP,046.2,I_NEOMENINGITIS_AESI,Neonatal Meningitis,C0038522,Subacute Sclerosing Panencephalitis,narrow,I,NEOMENINGITIS,AESI
ICD9CMP,046.2,N_ASEPTICMENINGITIS_AESI,Aseptic meningitis,C0038522,Subacute Sclerosing Panencephalitis,possible,N,ASEPTICMENINGITIS,AESI
ICD9CMP,046.2,N_NEUROLOGICDIS_COV,Neurologic disease,C0038522,Subacute Sclerosing Panencephalitis,narrow,N,NEUROLOGICDIS,COV
ICD9CMP,046.3,I_PML_AESI,Progressive multifocal leukoencephalopathy,C0023524,"Leukoencephalopathy, Progressive Multifocal",narrow,I,PML,AESI
ICD9CMP,046.3,N_DEMYELOTHER_AESI,Other Demyelinating Disorders not MS transverse myelitis optic neuritis,C0023524,"Leukoencephalopathy, Progressive Multifocal",narrow,N,DEMYELOTHER,AESI
ICD9CMP,046.3,N_DEMYELOTHER_AESI,Other Demyelinating Disorders not MS transverse myelitis optic neuritis,C0023524,"Leukoencephalopathy, Progressive Multifocal",narrow,N,DEMYELOTHER,AESI
ICD9CMP,046.3,N_NEUROLOGICDIS_COV,Neurologic disease,C0023524,"Leukoencephalopathy, Progressive Multifocal",narrow,N,NEUROLOGICDIS,COV
ICD9CMP,046.71,N_NEUROLOGICDIS_COV,Neurologic disease,C0017495,Gerstmann-Straussler-Scheinker Disease,narrow,N,NEUROLOGICDIS,COV
ICD9CMP,046.72,N_NEUROLOGICDIS_COV,Neurologic disease,C0206042,Fatal Familial Insomnia,narrow,N,NEUROLOGICDIS,COV
ICD9CMP,046.9,I_BACTERIALINFEC_AESI,Bacterial infections,C0153008,Slow viral central nervous system infection,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,047.0,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,047.0,I_NEOMENINGITIS_AESI,Neonatal Meningitis,C0276431,Coxsackie meningitis,narrow,I,NEOMENINGITIS,AESI
ICD9CMP,047.0,N_ASEPTICMENINGITIS_AESI,Aseptic meningitis,C0276431,Coxsackie meningitis,narrow,N,ASEPTICMENINGITIS,AESI
ICD9CMP,047.1,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,047.1,I_NEOMENINGITIS_AESI,Neonatal Meningitis,C0338388,Meningitis caused by echovirus,narrow,I,NEOMENINGITIS,AESI
ICD9CMP,047.1,N_ASEPTICMENINGITIS_AESI,Aseptic meningitis,C0338388,Meningitis caused by echovirus,narrow,N,ASEPTICMENINGITIS,AESI
ICD9CMP,047.8,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,047.8,I_NEOMENINGITIS_AESI,Neonatal Meningitis,C0029843,Other specified viral meningitis,narrow,I,NEOMENINGITIS,AESI
ICD9CMP,047.8,N_ASEPTICMENINGITIS_AESI,Aseptic meningitis,C0029843,Other specified viral meningitis,narrow,N,ASEPTICMENINGITIS,AESI
ICD9CMP,047.9,I_BACTERIALINFEC_AESI,Bacterial infections,-,-,narrow,I,BACTERIALINFEC,AESI
ICD9CMP,047.9,I_NEOMENINGITIS_AESI,Neonatal Meningitis,C0025297,Viral meningitis,narrow,I,NEOMENINGITIS,AESI
ICD9CMP,047.9,N_ASEPTICMENINGITIS_AESI,Aseptic meningitis,C0025297,Viral meningitis,narrow,N,ASEPTICMENINGITIS,AESI
ICD9CMP,049.0,N_MENINGOENC_AESI,Meningoencephalitis,"","",narrow,N,MENINGOENC,AESI
ICD9CMP,052.0,N_MENINGOENC_AESI,Meningoencephalitis,"","",narrow,N,MENINGOENC,AESI
ICD9CMP,052.8,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0348187,Chickenpox with complication,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,053.0,I_NEOMENINGITIS_AESI,Neonatal Meningitis,C0700503,Herpes zoster meningitis,narrow,I,NEOMENINGITIS,AESI
ICD9CMP,053.0,N_ASEPTICMENINGITIS_AESI,Aseptic meningitis,C0700503,Herpes zoster meningitis,narrow,N,ASEPTICMENINGITIS,AESI
ICD9CMP,053.12,N_TRIGEMINALNEURALGIA_AESI,Trigeminal Neuralgia,C0153024,Post-herpetic trigeminal neuralgia,narrow,N,TRIGEMINALNEURALGIA,AESI
ICD9CMP,053.13,N_POLYNEUROPATHIES_AESI,Peripheral neuropathies and polyneuropathies,"","",narrow,N,POLYNEUROPATHIES,AESI
ICD9CMP,054.0,I_HSV_COV,Herpes simplex infection excluding congenital ones,C0936250,Eczema Herpeticum,narrow,I,HSV,COV
ICD9CMP,054.1,I_HSV_COV,Herpes simplex infection excluding congenital ones,C0019342,Genital Herpes,narrow,I,HSV,COV
ICD9CMP,054.10,I_HSV_COV,Herpes simplex infection excluding congenital ones,C0019342,Genital Herpes,narrow,I,HSV,COV
ICD9CMP,054.12,I_HSV_COV,Herpes simplex infection excluding congenital ones,C0153033,Herpetic ulceration of vulva,narrow,I,HSV,COV
ICD9CMP,054.3,I_NEOMENINGITIS_AESI,Neonatal Meningitis,C0019385,Herpetic meningoencephalitis,narrow,I,NEOMENINGITIS,AESI
ICD9CMP,054.5,I_SEPSIS_COV,Sepsis,C0153041,Herpes simplex sepsis,narrow,I,SEPSIS,COV
ICD9CMP,054.72,I_HSV_COV,Herpes simplex infection excluding congenital ones,C0153045,Herpes simplex meningitis,narrow,I,HSV,COV
ICD9CMP,054.72,I_NEOMENINGITIS_AESI,Neonatal Meningitis,C0153045,Herpes simplex meningitis,narrow,I,NEOMENINGITIS,AESI
ICD9CMP,054.72,N_ASEPTICMENINGITIS_AESI,Aseptic meningitis,C0153045,Herpes simplex meningitis,narrow,N,ASEPTICMENINGITIS,AESI
ICD9CMP,054.73,I_HSV_COV,Herpes simplex infection excluding congenital ones,C0153046,Herpes simplex otitis externa,narrow,I,HSV,COV
ICD9CMP,054.73,SO_OTITISEXT_AESI,Otitis externa,C0153046,Herpes simplex otitis externa,narrow,SO,OTITISEXT,AESI
ICD9CMP,055.0,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,055.1,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,055.2,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,055.7,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,055.71,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,055.79,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,055.8,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,055.9,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,056.0,I_RUBELLA_COV,Rubella infection excluding congenital ones,C2937267,Rubella with neurological complication,narrow,I,RUBELLA,COV
ICD9CMP,056.00,I_RUBELLA_COV,Rubella infection excluding congenital ones,C2937267,Rubella with neurological complication,narrow,I,RUBELLA,COV
ICD9CMP,056.01,I_RUBELLA_COV,Rubella infection excluding congenital ones,C0033359,Rubella encephalomyelitis,narrow,I,RUBELLA,COV
ICD9CMP,056.01,N_ENCEPHALMYELITIS_AESI,Encephalitis myelitis encephalopathy,C0033359,Rubella encephalomyelitis,possible,N,ENCEPHALMYELITIS,AESI
ICD9CMP,056.01,N_MENINGOENC_AESI,Meningoencephalitis,"","",narrow,N,MENINGOENC,AESI
ICD9CMP,056.7,I_RUBELLA_COV,Rubella infection excluding congenital ones,C0153058,Rubella with other specified complications,narrow,I,RUBELLA,COV
ICD9CMP,056.71,M_ARTASEPTIC_AESI,Aseptic arthritis acute,C0276308,Arthritis due to rubella,possible,M,ARTASEPTIC,AESI
ICD9CMP,056.71,M_REACTIVEARTHRITIS_AESI,Reactive arthritis,C0276308,Rubella arthritis,possible,M,REACTIVEARTHRITIS,AESI
ICD9CMP,056.79,I_RUBELLA_COV,Rubella infection excluding congenital ones,C0153058,Rubella with other specified complications,narrow,I,RUBELLA,COV
ICD9CMP,056.9,I_RUBELLA_COV,Rubella infection excluding congenital ones,C0348194,Rubella without complication,narrow,I,RUBELLA,COV
ICD9CMP,058.29,N_MENINGOENC_AESI,Meningoencephalitis,"","",narrow,N,MENINGOENC,AESI
ICD9CMP,060.0,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0043397,Jungle yellow fever,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,060.0,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,060.1,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0043398,Urban yellow fever,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,060.1,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,060.9,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0043395,Yellow Fever,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,060.9,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,062.0,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0014057,Japanese Encephalitis,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,062.0,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,062.0,N_MENINGOENC_AESI,Meningoencephalitis,"","",narrow,N,MENINGOENC,AESI
ICD9CMP,062.1,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0153064,"Encephalomyelitis, Western Equine",narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,062.1,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,062.2,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0153065,"Encephalomyelitis, Eastern Equine",narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,062.2,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,062.3,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0014060,"Encephalitis, St. Louis",narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,062.3,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,062.4,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0153066,Murray valley encephalitis,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,062.4,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,062.5,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0014053,"Encephalitis, California",narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,062.5,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,062.8,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0348168,Other mosquito-borne viral encephalitis,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,062.8,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,062.9,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0751098,Mosquito-borne viral encephalitis,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,062.9,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,063.0,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0015632,"Encephalitis, Far Eastern Russian",narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,063.0,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,063.0,N_MENINGOENC_AESI,Meningoencephalitis,"","",narrow,N,MENINGOENC,AESI
ICD9CMP,063.1,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,063.2,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0014054,"Encephalitis, Central European",narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,063.2,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,063.8,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,063.9,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,065.0,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0019099,"Hemorrhagic Fever, Crimean",narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,065.0,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,065.1,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0019103,"Hemorrhagic Fever, Omsk",narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,065.1,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,065.2,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0022810,Kyasanur Forest Disease,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,065.2,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,065.3,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,065.4,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,065.8,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,065.9,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,066.0,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,066.1,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,066.2,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0014078,Venezuelan equine encephalomyelitis,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,066.2,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,066.2,N_MENINGOENC_AESI,Meningoencephalitis,"","",narrow,N,MENINGOENC,AESI
ICD9CMP,066.3,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0029667,Other mosquito-borne fever,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,066.3,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,066.4,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0043124,West Nile Fever,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,066.4,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,066.40,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,066.40,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,066.41,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0751583,"Encephalitis, West Nile Fever",narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,066.41,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,066.42,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,066.42,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,066.49,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,066.49,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,066.8,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,-,-,possible,I,OTHERRESPINF,COV
ICD9CMP,066.9,I_OTHERRESPINF_COV,Other Respiratory disease Complicating Pregnancy,C0003723,Arbovirus Infections,possible,I,OTHERRESPINF,COV
ICD9CMP,070.0,D_HEPIMPAIRMENT_COV,Hepatic impairment unspecified for being mild or moderate or sever,C0153075,Hepatic coma due to viral hepatitis A,possible,D,HEPIMPAIRMENT,COV
ICD9CMP,070.0,D_MODERATESEVERHEPAIMPAI_COV,Moderate to sever hepatic impairment,C0153075,Hepatic coma due to viral hepatitis A,narrow,D,MODERATESEVERHEPAIMPAI,COV
ICD9CMP,070.0,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C0153075,Hepatic coma due to viral hepatitis A,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,070.1,D_HEPIMPAIRMENT_COV,Hepatic impairment unspecified for being mild or moderate or sever,C1290810,Viral hepatitis A without hepatic coma,narrow,D,HEPIMPAIRMENT,COV
ICD9CMP,070.1,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,C1290810,Viral hepatitis A without hepatic coma,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,070.2,I_HEPATITISB_COV,Hepatitis B infection excluding congenital ones,C0153076,Hepatic coma due to viral hepatitis B,narrow,I,HEPATITISB,COV
ICD9CMP,070.2,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,070.20,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,070.21,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,070.22,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,070.23,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
ICD9CMP,070.3,I_OTHERINFPARASITIS_COV,Other Infectious or Parasitic Disease Complicating Pregnancy,-,-,narrow,I,OTHERINFPARASITIS,COV
